,departement,lieu_id,Fermeture_Estivale,categorie,name_x,close.actif,close.dateDebut,close.dateFin,name_y,Counts
0,Paris,0,Ouvert,701.0,Accueil de jour,False,,,Accueil de jour,1
1,Paris,1,Fermé,302.0,Laverie,False,,,Laverie,1
2,Paris,2,Ouvert,701.0,Accueil de jour,False,,,Accueil de jour,1
3,Paris,3,Ouvert,701.0,Accueil de jour,False,,,Accueil de jour,1
4,Paris,4,Ouvert,403.0,domi4,False,,,Domiciliation,1
5,Paris,5,Fermé,404.0,Accompagnement social,False,,,Accompagnement social,1
6,Paris,10,Ouvert,701.0,Accueil de jour,False,,,Accueil de jour,1
7,Paris,11,Ouvert,701.0,Accueil de jour,False,,,Accueil de jour,1
8,Paris,12,Ouvert,701.0,Accueil de jour,False,,,Accueil de jour,1
9,Paris,13,Ouvert,404.0,Conseil,False,,,Accompagnement social,1
10,Paris,15,Ouvert,701.0,Accueil de jour,False,,,Accueil de jour,1
11,Paris,16,Ouvert,701.0,Accueil de jour,False,,,Accueil de jour,1
12,Paris,17,Fermé,701.0,Accueil de jour,False,,,Accueil de jour,1
13,Paris,18,Ouvert,301.0,Douche,False,,,Douche,1
14,Paris,20,Ouvert,701.0,Accueil de jour,False,,,Accueil de jour,1
15,Paris,21,Ouvert,701.0,Accueil de jour,False,,,Accueil de jour,1
16,Paris,22,Ouvert,701.0,Accueil de jour,False,,,Accueil de jour,1
17,Paris,23,Fermé,701.0,Accueil de jour,False,,,Accueil de jour,1
18,Paris,25,Ouvert,701.0,Accueil de jour,False,,,Accueil de jour,1
19,Paris,29,Fermé,203.0,Accompagnement à l'emploi,False,,,Accompagnement à l'emploi,1
20,Paris,30,Ouvert,701.0,Accueil de jour,False,,,Accueil de jour,1
21,Paris,31,Ouvert,301.0,Douche,False,,,Douche,1
22,Paris,32,Ouvert,701.0,Accueil de jour,False,,,Accueil de jour,1
23,Paris,33,Ouvert,404.0,Accompagnement social,False,2021-07-14 00:00:00+00:00,2021-09-06 00:00:00+00:00,Accompagnement social,1
24,Paris,35,Fermé,404.0,Conseil,False,,,Accompagnement social,1
25,Paris,37,Ouvert,602.0,petitdej,False,,,Restauration assise,1
26,Paris,38,Modification,701.0,Accueil de jour,False,,,Accueil de jour,1
27,Paris,41,Ouvert,701.0,Accueil de jour,False,,,Accueil de jour,1
28,Paris,42,Ouvert,701.0,Accueil de jour,False,,,Accueil de jour,1
29,Paris,43,Ouvert,701.0,Accueil de jour,False,,,Accueil de jour,1
30,Paris,44,Modification,603.0,Alimentation,False,,,Colis Alimentaire,1
31,Paris,45,Ouvert,701.0,,False,,,Accueil de jour,1
32,Paris,46,Fermé,701.0,CONSEIL,False,,,Accueil de jour,1
33,Paris,47,Ouvert,701.0,Accueil de jour,False,,,Accueil de jour,1
34,Paris,49,Fermé,701.0,Accueil de jour,False,,,Accueil de jour,1
35,Seine-Saint-Denis,50,Ouvert,701.0,Accueil de jour,True,2021-08-23 00:00:00+00:00,2021-09-05 00:00:00+00:00,Accueil de jour,1
36,Paris,51,Fermé,701.0,Accueil de jour,False,,,Accueil de jour,1
37,Paris,52,Fermé,701.0,Accueil de jour,False,,,Accueil de jour,1
38,Paris,53,Ouvert,301.0,Douche,False,,,Douche,1
39,Paris,54,Ouvert,301.0,Douche,False,,,Douche,1
40,Paris,55,Ouvert,301.0,Douche,False,,,Douche,1
41,Paris,56,Ouvert,301.0,Douche,False,,,Douche,1
42,Paris,57,Ouvert,301.0,Douche,False,,,Douche,1
43,Paris,58,Ouvert,301.0,Douche,False,,,Douche,1
44,Paris,60,Ouvert,301.0,Douche,False,,,Douche,1
45,Paris,61,Ouvert,301.0,Douche,False,,,Douche,1
46,Paris,62,Ouvert,301.0,Douche,False,,,Douche,1
47,Paris,63,Fermé,301.0,Douche,False,,,Douche,1
48,Paris,64,Ouvert,301.0,Douche,False,,,Douche,1
49,Paris,65,Ouvert,301.0,Douche,False,,,Douche,1
50,Paris,66,Ouvert,301.0,Douche,False,,,Douche,1
51,Paris,67,Ouvert,301.0,Douche,False,,,Douche,1
52,Paris,68,Ouvert,301.0,Douche,False,,,Douche,1
53,Seine-Saint-Denis,69,Ouvert,404.0,CONSEIL,True,2021-08-02 00:00:00+00:00,2021-08-15 00:00:00+00:00,Accompagnement social,1
54,Paris,70,Fermé,801.0,Piscine,False,,,Sport,1
55,Paris,71,Fermé,801.0,Piscine,False,,,Sport,1
56,Paris,72,Fermé,801.0,Piscine,False,,,Sport,1
57,Paris,73,Ouvert,801.0,Piscine,False,,,Sport,1
58,Paris,74,Fermé,801.0,Piscine,False,,,Sport,1
59,Paris,75,Fermé,801.0,Piscine,False,,,Sport,1
60,Paris,76,Fermé,801.0,Piscine,False,,,Sport,1
61,Paris,77,Fermé,801.0,Piscine,False,,,Sport,1
62,Paris,78,Ouvert,801.0,Piscine,False,,,Sport,1
63,Paris,79,Fermé,801.0,Piscine,False,,,Sport,1
64,Paris,80,Fermé,801.0,Piscine,False,,,Sport,1
65,Paris,81,Fermé,801.0,Piscine,False,,,Sport,1
66,Paris,82,Fermé,801.0,Piscine,False,,,Sport,1
67,Paris,83,Fermé,801.0,Piscine,False,,,Sport,1
68,Paris,84,Fermé,801.0,Piscine,False,,,Sport,1
69,Paris,85,Ouvert,801.0,Piscine,False,,,Sport,1
70,Paris,86,Fermé,801.0,Piscine,False,,,Sport,1
71,Paris,87,Fermé,801.0,Piscine,False,,,Sport,1
72,Paris,88,Fermé,801.0,Piscine,False,,,Sport,1
73,Paris,89,Fermé,801.0,Piscine,False,,,Sport,1
74,Paris,90,Fermé,801.0,Piscine,False,,,Sport,1
75,Paris,91,Fermé,801.0,Piscine,False,,,Sport,1
76,Paris,92,Fermé,801.0,Piscine,False,,,Sport,1
77,Paris,93,Fermé,801.0,Piscine,False,,,Sport,1
78,Paris,94,Fermé,801.0,Piscine,False,,,Sport,1
79,Paris,95,Fermé,801.0,Piscine,False,,,Sport,1
80,Paris,96,Fermé,801.0,Piscine,False,,,Sport,1
81,Paris,97,Fermé,801.0,Piscine,False,,,Sport,1
82,Paris,98,Fermé,801.0,,False,,,Sport,1
83,Paris,99,Fermé,801.0,Piscine,False,,,Sport,1
84,Paris,100,Fermé,801.0,Piscine,False,,,Sport,1
85,Paris,101,Fermé,801.0,Piscine,False,,,Sport,1
86,Paris,102,Fermé,801.0,Piscine,False,,,Sport,1
87,Paris,103,Fermé,801.0,Piscine,False,,,Sport,1
88,Paris,104,Fermé,801.0,Piscine,False,,,Sport,1
89,Paris,106,Ouvert,801.0,Piscine,False,,,Sport,1
90,Paris,107,Fermé,801.0,Piscine,False,,,Sport,1
91,Paris,108,Fermé,801.0,Piscine,False,,,Sport,1
92,Paris,109,Ouvert,804.0,Activités gratuites,False,,,Activités,1
93,Paris,110,Fermé,902.0,Magasin solidaire,False,,,Magasin solidaire,1
94,Paris,111,Fermé,804.0,Accueil rencontre jardin discussion,False,,,Activités,1
95,Paris,112,Ouvert,701.0,,False,,,Accueil de jour,1
96,Paris,114,Fermé,804.0,Activités gratuites,False,,,Activités,1
97,Paris,115,Ouvert,804.0,Activités gratuites,False,,,Activités,1
98,Paris,116,Ouvert,101.0,Addiction,False,,,Addiction,1
99,Paris,117,Ouvert,101.0,SANTE,False,,,Addiction,1
100,Paris,118,Ouvert,101.0,Addiction,False,,,Addiction,1
101,Paris,120,Ouvert,101.0,Addiction,False,,,Addiction,1
102,Paris,121,Ouvert,101.0,Addiction,False,,,Addiction,1
103,Paris,123,Ouvert,101.0,Addiction,False,,,Addiction,1
104,Paris,124,Ouvert,101.0,Addiction,False,,,Addiction,1
105,Paris,126,Ouvert,101.0,Addiction,False,,,Addiction,1
106,Paris,127,Ouvert,101.0,Addiction,False,,,Addiction,1
107,Paris,129,Ouvert,101.0,Addiction,False,,,Addiction,1
108,Paris,130,Ouvert,101.0,Addiction,False,,,Addiction,1
109,Paris,132,Fermé,101.0,Addiction,True,2021-12-24 00:00:00+00:00,2022-01-02 00:00:00+00:00,Addiction,1
110,Paris,134,Ouvert,101.0,Addiction,False,,,Addiction,1
111,Seine-Saint-Denis,136,Ouvert,101.0,Addiction,False,,,Addiction,1
112,Seine-Saint-Denis,137,Ouvert,101.0,Addiction,False,,,Addiction,1
113,Seine-Saint-Denis,138,Ouvert,101.0,Addiction,False,,,Addiction,1
114,Seine-Saint-Denis,139,Modification,101.0,Addiction,False,,,Addiction,1
115,Paris,141,Ouvert,602.0,diner,False,,,Restauration assise,1
116,Paris,143,Fermé,602.0,dejeuner,False,,,Restauration assise,1
117,Paris,144,Ouvert,602.0,petitdej,False,,,Restauration assise,1
118,Paris,145,Ouvert,602.0,diner,False,,,Restauration assise,1
119,Paris,146,Ouvert,602.0,dejeuner,False,,,Restauration assise,1
120,Paris,147,Fermé,602.0,dejeuner,False,,,Restauration assise,1
121,Paris,148,Ouvert,601.0,diner,False,,,Distribution alimentaire,1
122,Paris,150,Ouvert,602.0,diner,False,,,Restauration assise,1
123,Paris,151,Ouvert,602.0,diner,False,,,Restauration assise,1
124,Paris,152,Ouvert,602.0,dejeuner,False,,,Restauration assise,1
125,Paris,153,Ouvert,603.0,Alimentation,False,,,Colis Alimentaire,1
126,Paris,154,Ouvert,601.0,Distribution alimentaire,False,,,Distribution alimentaire,1
127,Paris,155,Ouvert,601.0,Distribution alimentaire,False,,,Distribution alimentaire,1
128,Paris,156,Fermé,603.0,Colis Alimentaire,False,,,Colis Alimentaire,1
129,Paris,158,Ouvert,603.0,Colis Alimentaire,False,,,Colis Alimentaire,1
130,Paris,160,Fermé,603.0,Colis Alimentaire,False,,,Colis Alimentaire,1
131,Paris,162,Ouvert,601.0,Distribution alimentaire,False,2021-06-30 00:00:00+00:00,2021-06-30 00:00:00+00:00,Distribution alimentaire,1
132,Paris,164,Ouvert,601.0,Distribution alimentaire,False,,,Distribution alimentaire,1
133,Paris,165,Ouvert,601.0,Distribution alimentaire,False,,,Distribution alimentaire,1
134,Paris,166,Ouvert,601.0,Distribution alimentaire,False,,,Distribution alimentaire,1
135,Paris,167,Ouvert,601.0,Distribution alimentaire,False,,,Distribution alimentaire,1
136,Paris,168,Ouvert,601.0,Distribution alimentaire,False,,,Distribution alimentaire,1
137,Paris,169,Ouvert,601.0,Distribution alimentaire,False,,,Distribution alimentaire,1
138,Paris,171,Ouvert,602.0,dejeuner,False,,,Restauration assise,1
139,Paris,172,Ouvert,603.0,Colis Alimentaire,False,,,Colis Alimentaire,1
140,Paris,173,Modification,603.0,Colis Alimentaire,False,,,Colis Alimentaire,1
141,Paris,174,Ouvert,603.0,Colis Alimentaire,False,,,Colis Alimentaire,1
142,Paris,175,Fermé,603.0,Colis Alimentaire,False,,,Colis Alimentaire,1
143,Paris,177,Ouvert,604.0,Epicerie Sociale,False,,,Epicerie AideSociale,1
144,Paris,178,Ouvert,604.0,Epicerie Sociale,False,,,Epicerie AideSociale,1
145,Paris,179,Ouvert,604.0,Epicerie Sociale,False,,,Epicerie AideSociale,1
146,Paris,180,Fermé,604.0,Epicerie Sociale,False,,,Epicerie AideSociale,1
147,Paris,181,Fermé,604.0,ALIMENTATION,True,2021-12-21 00:00:00+00:00,2022-01-11 00:00:00+00:00,Epicerie AideSociale,1
148,Paris,182,Ouvert,604.0,Alimentation,False,,,Epicerie AideSociale,1
149,Paris,183,Fermé,604.0,Epicerie Sociale,False,,,Epicerie AideSociale,1
150,Paris,187,Ouvert,401.0,Conseil logement,False,,,Conseil logement,1
151,Paris,189,Ouvert,401.0,Conseil logement,False,,,Conseil logement,1
152,Paris,190,Fermé,401.0,Conseil logement,False,,,Conseil logement,1
153,Paris,191,Fermé,401.0,Conseil logement,False,,,Conseil logement,1
154,Paris,192,Fermé,401.0,Conseil logement,False,,,Conseil logement,1
155,Paris,193,Fermé,401.0,Conseil logement,False,,,Conseil logement,1
156,Paris,194,Fermé,401.0,Conseil logement,False,,,Conseil logement,1
157,Paris,195,Fermé,401.0,Conseil logement,False,,,Conseil logement,1
158,Paris,196,Fermé,401.0,Conseil logement,False,,,Conseil logement,1
159,Paris,197,Fermé,401.0,Conseil logement,False,,,Conseil logement,1
160,Paris,198,Fermé,401.0,Conseil logement,False,,,Conseil logement,1
161,Paris,199,Fermé,401.0,Conseil logement,False,,,Conseil logement,1
162,Paris,200,Fermé,401.0,Conseil logement,False,,,Conseil logement,1
163,Paris,201,Fermé,401.0,Conseil logement,False,,,Conseil logement,1
164,Paris,202,Fermé,401.0,Conseil logement,False,,,Conseil logement,1
165,Paris,203,Fermé,401.0,Conseil logement,False,,,Conseil logement,1
166,Paris,204,Fermé,401.0,Conseil logement,False,,,Conseil logement,1
167,Paris,205,Fermé,401.0,Conseil logement,False,,,Conseil logement,1
168,Paris,206,Ouvert,401.0,Conseil logement,False,,,Conseil logement,1
169,Paris,208,Ouvert,901.0,Bagagerie,False,,,Bagagerie,1
170,Paris,209,Ouvert,901.0,Bagagerie,False,,,Bagagerie,1
171,Paris,210,Modification,901.0,Bagagerie,False,,,Bagagerie,1
172,Paris,211,Ouvert,901.0,Bagagerie,False,,,Bagagerie,1
173,Paris,212,Ouvert,803.0,Bibliothèque,False,,,Bibliothèque,1
174,Paris,213,Ouvert,803.0,Bibliothèque,False,,,Bibliothèque,1
175,Paris,214,Ouvert,803.0,Bibliothèque,False,,,Bibliothèque,1
176,Paris,215,Modification,803.0,Bibliothèque,False,,,Bibliothèque,1
177,Paris,216,Fermé,803.0,Bibliothèque,False,,,Bibliothèque,1
178,Paris,217,Ouvert,803.0,Bibliothèque,False,,,Bibliothèque,1
179,Paris,218,Modification,803.0,Bibliothèque,False,,,Bibliothèque,1
180,Paris,220,Ouvert,803.0,Bibliothèque,False,,,Bibliothèque,1
181,Paris,221,Modification,803.0,Bibliothèque,False,,,Bibliothèque,1
182,Paris,222,Ouvert,803.0,Bibliothèque,False,,,Bibliothèque,1
183,Paris,223,Ouvert,803.0,Bibliothèque,False,,,Bibliothèque,1
184,Paris,224,Ouvert,803.0,Bibliothèque,False,,,Bibliothèque,1
185,Paris,225,Fermé,803.0,Bibliothèque,False,,,Bibliothèque,1
186,Paris,226,Ouvert,803.0,Bibliothèque,False,,,Bibliothèque,1
187,Paris,227,Ouvert,803.0,Bibliothèque,False,,,Bibliothèque,1
188,Paris,228,Modification,803.0,Bibliothèque,False,,,Bibliothèque,1
189,Paris,229,Modification,803.0,Bibliothèque,False,,,Bibliothèque,1
190,Paris,230,Fermé,803.0,Bibliothèque,False,,,Bibliothèque,1
191,Paris,231,Modification,803.0,Bibliothèque,False,,,Bibliothèque,1
192,Paris,232,Fermé,803.0,Bibliothèque,False,,,Bibliothèque,1
193,Paris,233,Ouvert,803.0,Bibliothèque,False,,,Bibliothèque,1
194,Paris,234,Modification,803.0,Bibliothèque,False,,,Bibliothèque,1
195,Paris,235,Fermé,803.0,Bibliothèque,False,,,Bibliothèque,1
196,Paris,236,Ouvert,803.0,Bibliothèque,False,,,Bibliothèque,1
197,Paris,237,Ouvert,803.0,Bibliothèque,False,,,Bibliothèque,1
198,Paris,238,Ouvert,803.0,Bibliothèque,False,,,Bibliothèque,1
199,Paris,239,Modification,803.0,Bibliothèque,False,,,Bibliothèque,1
200,Paris,240,Ouvert,803.0,Bibliothèque,False,,,Bibliothèque,1
201,Paris,241,Modification,803.0,Bibliothèque,False,,,Bibliothèque,1
202,Paris,242,Ouvert,803.0,Bibliothèque,False,,,Bibliothèque,1
203,Paris,243,Ouvert,803.0,Bibliothèque,False,,,Bibliothèque,1
204,Paris,244,Modification,803.0,Bibliothèque,False,,,Bibliothèque,1
205,Paris,245,Ouvert,803.0,Bibliothèque,False,,,Bibliothèque,1
206,Paris,246,Fermé,803.0,Bibliothèque,False,,,Bibliothèque,1
207,Paris,247,Ouvert,803.0,Bibliothèque,False,,,Bibliothèque,1
208,Paris,248,Ouvert,803.0,Bibliothèque,False,,,Bibliothèque,1
209,Paris,249,Modification,803.0,Bibliothèque,False,,,Bibliothèque,1
210,Paris,250,Ouvert,803.0,Bibliothèque,False,,,Bibliothèque,1
211,Paris,251,Ouvert,803.0,Bibliothèque,False,,,Bibliothèque,1
212,Paris,252,Ouvert,803.0,Bibliothèque,False,,,Bibliothèque,1
213,Paris,253,Ouvert,803.0,Bibliothèque,False,,,Bibliothèque,1
214,Paris,254,Ouvert,803.0,Bibliothèque,False,,,Bibliothèque,1
215,Paris,255,Ouvert,803.0,Bibliothèque,False,,,Bibliothèque,1
216,Paris,256,Modification,803.0,Bibliothèque,False,,,Bibliothèque,1
217,Paris,257,Fermé,803.0,Bibliothèque,False,,,Bibliothèque,1
218,Paris,258,Ouvert,803.0,Bibliothèque,False,,,Bibliothèque,1
219,Paris,259,Modification,803.0,Bibliothèque,False,,,Bibliothèque,1
220,Paris,260,Ouvert,803.0,Bibliothèque,False,,,Bibliothèque,1
221,Paris,261,Ouvert,803.0,Bibliothèque,False,,,Bibliothèque,1
222,Paris,262,Modification,803.0,Bibliothèque,False,,,Bibliothèque,1
223,Paris,263,Modification,803.0,Bibliothèque,False,,,Bibliothèque,1
224,Paris,265,Fermé,803.0,Bibliothèque,False,,,Bibliothèque,1
225,Paris,266,Ouvert,803.0,Bibliothèque,False,,,Bibliothèque,1
226,Paris,268,Ouvert,803.0,Bibliothèque,False,,,Bibliothèque,1
227,Paris,269,Modification,803.0,Bibliothèque,False,,,Bibliothèque,1
228,Paris,270,Ouvert,803.0,Bibliothèque,False,,,Bibliothèque,1
229,Paris,271,Modification,803.0,Bibliothèque,False,,,Bibliothèque,1
230,Paris,272,Fermé,803.0,Bibliothèque,False,,,Bibliothèque,1
231,Paris,273,Fermé,803.0,Bibliothèque,False,,,Bibliothèque,1
232,Paris,274,Modification,803.0,Bibliothèque,False,,,Bibliothèque,1
233,Paris,275,Fermé,303.0,Bien-être,False,,,Bien-être,1
234,Paris,277,Ouvert,407.0,Conseil juridique,False,,,Conseil administratif,1
235,Paris,278,Ouvert,407.0,Conseil juridique,False,,,Conseil administratif,1
236,Paris,279,Ouvert,407.0,Conseil juridique,False,,,Conseil administratif,1
237,Paris,280,Ouvert,407.0,Conseil juridique,False,,,Conseil administratif,1
238,Paris,281,Ouvert,407.0,Conseil juridique,False,,,Conseil administratif,1
239,Paris,282,Ouvert,407.0,Conseil juridique,False,,,Conseil administratif,1
240,Paris,283,Ouvert,407.0,Conseil juridique,False,,,Conseil administratif,1
241,Paris,284,Ouvert,407.0,Conseil juridique,False,,,Conseil administratif,1
242,Paris,285,Ouvert,407.0,Conseil juridique,False,,,Conseil administratif,1
243,Paris,286,Ouvert,407.0,Conseil juridique,False,,,Conseil administratif,1
244,Paris,288,Ouvert,407.0,Conseil juridique,False,,,Conseil administratif,1
245,Paris,289,Ouvert,407.0,Conseil juridique,False,,,Conseil administratif,1
246,Paris,290,Ouvert,407.0,Conseil juridique,False,,,Conseil administratif,1
247,Paris,291,Ouvert,407.0,Conseil juridique,False,,,Conseil administratif,1
248,Paris,292,Ouvert,407.0,Conseil juridique,False,,,Conseil administratif,1
249,Paris,294,Ouvert,404.0,CONSEIL,False,,,Accompagnement social,1
250,Paris,295,Ouvert,407.0,Conseil juridique,False,,,Conseil administratif,1
251,Paris,296,Ouvert,404.0,CONSEIL,False,,,Accompagnement social,1
252,Paris,297,Ouvert,407.0,Conseil juridique,False,,,Conseil administratif,1
253,Paris,298,Ouvert,404.0,CONSEIL,False,,,Accompagnement social,1
254,Paris,299,Ouvert,407.0,Conseil juridique,False,,,Conseil administratif,1
255,Paris,300,Ouvert,404.0,CONSEIL,False,,,Accompagnement social,1
256,Paris,301,Ouvert,404.0,CONSEIL,False,,,Accompagnement social,1
257,Paris,302,Ouvert,407.0,Conseil juridique,False,,,Conseil administratif,1
258,Paris,303,Ouvert,407.0,Conseil juridique,False,,,Conseil administratif,1
259,Paris,304,Ouvert,402.0,Conseil juridique,False,,,Permanence juridique,1
260,Paris,305,Ouvert,402.0,Conseil juridique,False,,,Permanence juridique,1
261,Paris,306,Ouvert,404.0,Conseil,False,,,Accompagnement social,1
262,Paris,308,Ouvert,405.0,Ecrivain public,False,,,Ecrivain public,1
263,Paris,309,Ouvert,407.0,Conseil juridique,False,,,Conseil administratif,1
264,Paris,310,Ouvert,407.0,Conseil juridique,False,,,Conseil administratif,1
265,Paris,311,Fermé,405.0,Ecrivain public,False,,,Ecrivain public,1
266,Paris,312,Modification,405.0,Ecrivain public,False,,,Ecrivain public,1
267,Paris,313,Fermé,405.0,Ecrivain public,False,,,Ecrivain public,1
268,Paris,314,Ouvert,407.0,Conseil juridique,False,,,Conseil administratif,1
269,Paris,315,Fermé,405.0,Ecrivain public,False,,,Ecrivain public,1
270,Paris,316,Fermé,407.0,Conseil juridique,False,,,Conseil administratif,1
271,Paris,317,Ouvert,407.0,Conseil juridique,False,,,Conseil administratif,1
272,Paris,318,Ouvert,402.0,Conseil juridique,False,,,Permanence juridique,1
273,Paris,319,Fermé,405.0,Ecrivain public,False,,,Ecrivain public,1
274,Paris,320,Fermé,402.0,Conseil juridique,False,,,Permanence juridique,1
275,Paris,321,Fermé,405.0,Ecrivain public,False,,,Ecrivain public,1
276,Paris,323,Modification,402.0,Conseil juridique,False,,,Permanence juridique,1
277,Paris,324,Ouvert,402.0,Conseil juridique,False,,,Permanence juridique,1
278,Paris,325,Fermé,402.0,Conseil juridique,False,,,Permanence juridique,1
279,Paris,326,Ouvert,402.0,Conseil juridique,False,,,Permanence juridique,1
280,Paris,327,Ouvert,402.0,Conseil juridique,False,,,Permanence juridique,1
281,Paris,328,Ouvert,402.0,Conseil juridique,False,,,Permanence juridique,1
282,Paris,329,Ouvert,402.0,Conseil juridique,False,,,Permanence juridique,1
283,Paris,330,Fermé,402.0,Conseil juridique,False,,,Permanence juridique,1
284,Paris,332,Fermé,404.0,Accompagnement social,False,,,Accompagnement social,1
285,Paris,333,Fermé,404.0,Accompagnement social,False,,,Accompagnement social,1
286,Paris,334,Ouvert,407.0,Conseil juridique,False,,,Conseil administratif,1
287,Paris,335,Ouvert,203.0,Accompagnement à l'emploi,False,,,Accompagnement à l'emploi,1
288,Paris,336,Fermé,404.0,Accompagnement social,False,,,Accompagnement social,1
289,Paris,337,Fermé,701.0,ACCUEIL,False,,,Accueil de jour,1
290,Paris,338,Ouvert,407.0,Conseil juridique,False,,,Conseil administratif,1
291,Paris,340,Ouvert,407.0,Conseil juridique,False,2021-06-17 00:00:00+00:00,2021-06-17 00:00:00+00:00,Conseil administratif,1
292,Paris,342,Ouvert,402.0,CONSEIL,False,,,Permanence juridique,1
293,Paris,343,Ouvert,402.0,Conseil juridique,False,,,Permanence juridique,1
294,Paris,344,Ouvert,402.0,Conseil juridique,False,,,Permanence juridique,1
295,Paris,347,Ouvert,407.0,Conseil juridique,False,,,Conseil administratif,1
296,Paris,348,Ouvert,407.0,Conseil juridique,False,,,Conseil administratif,1
297,Paris,349,Ouvert,407.0,Conseil juridique,False,,,Conseil administratif,1
298,Paris,351,Ouvert,407.0,Conseil juridique,False,,,Conseil administratif,1
299,Paris,352,Ouvert,407.0,Conseil juridique,False,,,Conseil administratif,1
300,Paris,353,Ouvert,407.0,Conseil juridique,False,,,Conseil administratif,1
301,Paris,354,Ouvert,407.0,Conseil juridique,False,,,Conseil administratif,1
302,Paris,355,Ouvert,407.0,Conseil juridique,False,,,Conseil administratif,1
303,Paris,357,Ouvert,102.0,Dépistage,False,,,Dépistage,1
304,Paris,359,Ouvert,203.0,Pôle emploi,False,,,Accompagnement à l'emploi,1
305,Paris,360,Ouvert,203.0,Pôle emploi,False,,,Accompagnement à l'emploi,1
306,Paris,361,Ouvert,203.0,Pôle emploi,False,,,Accompagnement à l'emploi,1
307,Paris,362,Ouvert,203.0,Pôle emploi,False,,,Accompagnement à l'emploi,1
308,Paris,363,Ouvert,203.0,Pôle emploi,False,,,Accompagnement à l'emploi,1
309,Paris,364,Ouvert,203.0,Pôle emploi,False,,,Accompagnement à l'emploi,1
310,Paris,365,Ouvert,203.0,Pôle emploi,False,,,Accompagnement à l'emploi,1
311,Paris,366,Ouvert,203.0,Pôle emploi,False,,,Accompagnement à l'emploi,1
312,Paris,367,Ouvert,203.0,Pôle emploi,False,,,Accompagnement à l'emploi,1
313,Paris,368,Ouvert,203.0,Pôle emploi,False,,,Accompagnement à l'emploi,1
314,Paris,369,Ouvert,203.0,Pôle emploi,False,,,Accompagnement à l'emploi,1
315,Paris,370,Ouvert,203.0,Pôle emploi,False,,,Accompagnement à l'emploi,1
316,Paris,371,Ouvert,203.0,Pôle emploi,False,,,Accompagnement à l'emploi,1
317,Paris,372,Ouvert,203.0,Pôle emploi,False,,,Accompagnement à l'emploi,1
318,Paris,373,Ouvert,203.0,Pôle emploi,False,,,Accompagnement à l'emploi,1
319,Paris,374,Ouvert,203.0,Pôle emploi,False,,,Accompagnement à l'emploi,1
320,Paris,376,Ouvert,203.0,Pôle emploi,False,,,Accompagnement à l'emploi,1
321,Paris,377,Fermé,104.0,Soins enfants,False,,,Soins enfants,1
322,Paris,378,Ouvert,104.0,Soins enfants,False,,,Soins enfants,1
323,Paris,379,Fermé,104.0,Soins enfants,False,,,Soins enfants,1
324,Paris,381,Fermé,104.0,Soins enfants,False,,,Soins enfants,1
325,Paris,383,Fermé,104.0,Soins enfants,False,,,Soins enfants,1
326,Paris,384,Ouvert,104.0,Soins enfants,False,,,Soins enfants,1
327,Paris,385,Fermé,104.0,Soins enfants,False,,,Soins enfants,1
328,Paris,386,Ouvert,104.0,Soins enfants,False,,,Soins enfants,1
329,Paris,387,Fermé,104.0,Soins enfants,False,,,Soins enfants,1
330,Paris,388,Fermé,104.0,Soins enfants,False,,,Soins enfants,1
331,Paris,389,Ouvert,104.0,Soins enfants,False,,,Soins enfants,1
332,Paris,390,Fermé,104.0,Soins enfants,False,,,Soins enfants,1
333,Paris,391,Fermé,104.0,Soins enfants,False,,,Soins enfants,1
334,Paris,392,Fermé,104.0,Soins enfants,False,,,Soins enfants,1
335,Paris,393,Fermé,104.0,Soins enfants,False,,,Soins enfants,1
336,Paris,394,Fermé,104.0,Soins enfants,False,,,Soins enfants,1
337,Paris,395,Fermé,104.0,Soins enfants,False,,,Soins enfants,1
338,Paris,396,Fermé,104.0,Soins enfants,False,,,Soins enfants,1
339,Paris,397,Fermé,104.0,Soins enfants,False,,,Soins enfants,1
340,Paris,398,Fermé,104.0,Soins enfants,False,,,Soins enfants,1
341,Paris,399,Fermé,104.0,Soins enfants,False,,,Soins enfants,1
342,Paris,400,Fermé,104.0,Soins enfants,False,,,Soins enfants,1
343,Paris,401,Ouvert,104.0,Soins enfants,False,,,Soins enfants,1
344,Paris,402,Fermé,104.0,Soins enfants,False,,,Soins enfants,1
345,Paris,403,Fermé,104.0,Soins enfants,False,,,Soins enfants,1
346,Paris,404,Fermé,104.0,Soins enfants,False,,,Soins enfants,1
347,Paris,405,Fermé,104.0,Soins enfants,False,,,Soins enfants,1
348,Paris,406,Ouvert,104.0,Soins enfants,False,,,Soins enfants,1
349,Paris,407,Fermé,104.0,Soins enfants,False,,,Soins enfants,1
350,Paris,408,Ouvert,104.0,Soins enfants,False,,,Soins enfants,1
351,Paris,409,Ouvert,104.0,Soins enfants,False,,,Soins enfants,1
352,Paris,410,Fermé,104.0,Soins enfants,False,,,Soins enfants,1
353,Paris,411,Fermé,104.0,Soins enfants,False,,,Soins enfants,1
354,Paris,412,Fermé,107.0,Santé,False,,,Suivi grossesse,1
355,Paris,413,Fermé,104.0,Soins enfants,False,,,Soins enfants,1
356,Paris,414,Fermé,104.0,Soins enfants,False,,,Soins enfants,1
357,Paris,415,Fermé,104.0,Soins enfants,False,,,Soins enfants,1
358,Paris,416,Fermé,104.0,Soins enfants,False,,,Soins enfants,1
