,departement,bigCategorie,Changement d'horaire,Services fermés,Fermé,Ouvert
11547,Hauts-de-Seine,Formation,0,0,1,0
11548,Hauts-de-Seine,Conseil,0,0,1,0
11549,Hauts-de-Seine,Conseil,0,0,0,1
11550,Hauts-de-Seine,Formation,0,0,1,0
11551,Hauts-de-Seine,Activités,0,0,1,0
11552,Paris,Technologie,0,0,0,1
11553,Paris,Formation,1,0,0,0
11554,Paris,Conseil,0,0,1,0
11555,Hauts-de-Seine,Technologie,1,0,0,0
11556,Paris,Conseil,1,0,0,0
11557,Paris,Activités,1,0,0,0
11558,Val-de-Marne,Santé,0,0,0,1
11559,Val-de-Marne,Santé,0,0,0,1
11560,Paris,Formation,1,0,0,0
11561,Paris,Formation,0,0,1,0
11562,Gironde,Formation,0,0,0,1
11563,Val-de-Marne,Santé,0,0,1,0
11564,Val-de-Marne,Santé,0,0,1,0
11565,Val-de-Marne,Santé,0,0,1,0
11566,Val-de-Marne,Santé,0,0,1,0
11567,Val-de-Marne,Santé,0,0,1,0
11568,Gironde,Accueil,0,0,1,0
11569,Paris,Formation,0,0,1,0
11570,Val-de-Marne,Santé,0,0,0,1
11571,Gironde,Activités,0,0,1,0
11572,Val-de-Marne,Santé,0,0,0,1
11573,Val-de-Marne,Santé,0,0,1,0
11574,Gironde,Formation,0,0,1,0
11575,Val-de-Marne,Santé,0,0,0,1
11576,Val-de-Marne,Santé,0,0,0,1
11577,Val-de-Marne,Santé,0,0,0,1
11578,Val-de-Marne,Santé,0,0,0,1
11579,Val-de-Marne,Santé,0,0,0,1
11580,Val-de-Marne,Santé,0,0,0,1
11581,Val-de-Marne,Santé,0,0,0,1
11582,Val-de-Marne,Santé,0,0,0,1
11583,Val-de-Marne,Santé,0,0,0,1
11584,Val-de-Marne,Santé,0,0,1,0
11585,Val-de-Marne,Santé,0,0,1,0
11586,Val-de-Marne,Santé,0,0,1,0
11587,Val-de-Marne,Santé,0,0,0,1
11588,Val-de-Marne,Santé,0,0,0,1
11589,Val-de-Marne,Santé,0,0,0,1
11590,Val-de-Marne,Santé,0,0,0,1
11591,Val-de-Marne,Santé,0,0,0,1
11592,Paris,Santé,0,0,0,1
11593,Val-de-Marne,Santé,0,0,1,0
11594,Val-de-Marne,Santé,0,0,1,0
11595,Val-de-Marne,Santé,0,0,0,1
11596,Val-de-Marne,Santé,0,0,0,1
11597,Val-de-Marne,Santé,0,0,1,0
11598,Val-de-Marne,Santé,0,0,0,1
11599,Val-de-Marne,Santé,0,0,0,1
11600,Val-de-Marne,Santé,0,0,0,1
11601,Val-de-Marne,Santé,0,0,1,0
11602,Val-de-Marne,Santé,0,0,0,1
11603,Val-de-Marne,Santé,0,0,1,0
11604,Val-de-Marne,Santé,0,0,0,1
11605,Val-de-Marne,Santé,0,0,0,1
11606,Val-de-Marne,Santé,0,0,1,0
11607,Val-de-Marne,Santé,0,0,0,1
11608,Val-de-Marne,Santé,0,0,0,1
11609,Val-de-Marne,Santé,0,0,1,0
11610,Val-de-Marne,Santé,0,0,1,0
11611,Val-de-Marne,Santé,0,0,0,1
11612,Paris,Formation,1,0,0,0
11613,Paris,Formation,1,0,0,0
11614,Paris,Formation,1,0,0,0
11615,Paris,Formation,1,0,0,0
11616,Val-de-Marne,Activités,0,0,0,1
11617,Val-de-Marne,Santé,0,0,0,1
11618,Val-de-Marne,Matériel,0,0,0,1
11619,Loire-Atlantique,Alimentation,0,0,1,0
11620,Yvelines,Santé,0,0,0,1
11621,Yvelines,Santé,0,0,0,1
11622,Val-de-Marne,Conseil,0,0,0,1
11623,Bas-Rhin,Santé,0,0,1,0
11624,Paris,Activités,0,0,0,1
11625,Val-de-Marne,Santé,0,0,0,1
11626,Paris,Santé,0,0,1,0
11627,Seine-Saint-Denis,Formation,0,0,0,1
11628,Bas-Rhin,Formation,1,1,0,0
11629,Paris,Conseil,0,0,1,0
11630,Paris,Santé,0,0,0,1
11631,Seine-Saint-Denis,Formation,0,0,0,1
11632,Paris,Santé,0,0,0,1
11633,Paris,Santé,0,0,0,1
11634,Paris,Santé,0,0,0,1
11635,Seine-Saint-Denis,Conseil,0,0,0,1
11636,Hauts-de-Seine,Conseil,0,0,1,0
11637,Paris,Santé,0,0,0,1
11638,Val-de-Marne,Activités,0,0,0,1
11639,Hauts-de-Seine,Conseil,0,0,1,0
11640,Loire-Atlantique,Activités,1,0,1,0
11641,Val-d'Oise,Formation,0,0,0,1
11642,Val-d'Oise,Alimentation,0,0,0,1
11643,Val-d'Oise,Alimentation,0,0,0,1
11644,Val-d'Oise,Conseil,0,0,0,1
11645,Val-d'Oise,Hygiène,0,0,0,1
11646,Val-d'Oise,Conseil,0,0,0,1
11647,Bas-Rhin,Santé,0,0,1,0
11648,Gironde,Santé,0,0,1,0
11649,Seine-Saint-Denis,Activités,0,0,0,1
11650,Bas-Rhin,Formation,1,0,0,0
11651,Bas-Rhin,Formation,1,0,0,0
11652,Bas-Rhin,Formation,1,0,0,0
11653,Val-d'Oise,Hygiène,0,0,0,1
11654,Paris,Santé,0,1,1,0
11655,Seine-Saint-Denis,Formation,0,0,0,1
11656,Val-d'Oise,Matériel,0,0,0,1
11657,Val-d'Oise,Santé,0,0,0,1
11658,Paris,Santé,0,0,0,1
11659,Hauts-de-Seine,Formation,0,0,1,0
11660,Paris,Formation,0,0,0,1
11661,Hauts-de-Seine,Santé,0,0,1,0
11662,Hauts-de-Seine,Conseil,0,0,0,1
11663,Hauts-de-Seine,Conseil,0,0,0,1
11664,Yvelines,Technologie,0,0,0,1
11665,Yvelines,Technologie,1,0,0,0
11666,Yvelines,Technologie,1,0,0,0
11667,Bas-Rhin,Matériel,0,0,1,0
11668,Yvelines,Technologie,1,0,0,0
11669,Yvelines,Technologie,1,0,0,0
11670,Bas-Rhin,Formation,0,0,0,1
11671,Yvelines,Technologie,1,0,0,0
11672,Yvelines,Technologie,1,0,0,0
11673,Yvelines,Technologie,1,0,0,0
11674,Yvelines,Technologie,1,0,0,0
11675,Yvelines,Technologie,1,0,0,0
11676,Hauts-de-Seine,Santé,0,0,0,1
11677,Hauts-de-Seine,Santé,0,0,0,1
11678,Hauts-de-Seine,Conseil,0,0,1,0
11679,Seine-Saint-Denis,Technologie,0,0,0,1
11680,Seine-Saint-Denis,Formation,0,0,0,1
11681,Seine-Saint-Denis,Technologie,0,0,0,1
11682,Seine-Saint-Denis,Technologie,0,0,0,1
11683,Seine-Saint-Denis,Conseil,0,0,0,1
11684,Seine-Saint-Denis,Technologie,0,0,0,1
11685,Seine-Saint-Denis,Technologie,0,0,1,0
11686,Hauts-de-Seine,Activités,0,0,1,0
11687,Seine-Saint-Denis,Conseil,0,0,0,1
11688,Seine-Saint-Denis,Conseil,0,0,0,1
11689,Seine-Saint-Denis,Conseil,0,0,0,1
11690,Bas-Rhin,Technologie,1,0,0,0
11691,Seine-Saint-Denis,Technologie,0,0,0,1
11692,Yvelines,Technologie,1,0,0,0
11693,Yvelines,Conseil,0,0,1,0
11694,Yvelines,Conseil,0,0,0,1
11695,Yvelines,Conseil,0,0,0,1
11696,Yvelines,Conseil,0,0,0,1
11697,Seine-Saint-Denis,Conseil,0,0,0,1
11698,Seine-et-Marne,Alimentation,1,0,0,0
11699,Paris,Santé,0,0,1,0
11700,Val-d'Oise,Alimentation,0,0,0,1
11701,Paris,Conseil,0,0,1,0
11702,Bas-Rhin,Hygiène,0,0,0,1
11703,Yvelines,Formation,0,0,1,0
11704,Paris,Accueil,0,0,1,0
11705,Gironde,Conseil,0,0,0,1
11706,Paris,Matériel,0,0,1,0
11707,Paris,Technologie,0,0,0,1
11708,Paris,Matériel,0,0,0,1
11709,Seine-et-Marne,Formation,0,0,0,1
11710,Seine-Saint-Denis,Conseil,0,0,1,0
11711,Paris,Conseil,0,0,0,1
11712,Paris,Accueil,0,0,1,0
11713,Paris,Conseil,0,0,0,1
11714,Paris,Conseil,1,0,0,0
11715,Paris,Hygiène,0,0,1,0
11716,Bas-Rhin,Conseil,0,0,0,1
11717,Val-d'Oise,Alimentation,0,0,1,0
11718,Val-d'Oise,Alimentation,0,0,1,0
11719,Paris,Alimentation,0,0,1,0
11720,Val-d'Oise,Formation,0,0,0,1
11721,Bas-Rhin,Matériel,1,0,0,0
11722,Bas-Rhin,Formation,1,0,1,0
11723,Val-d'Oise,Conseil,0,0,0,1
11724,Val-d'Oise,Conseil,0,0,0,1
11725,Bas-Rhin,Hygiène,0,0,0,1
11726,Yvelines,Technologie,1,0,0,0
11727,Yvelines,Activités,1,0,1,0
11728,Yvelines,Technologie,0,0,1,0
11729,Yvelines,Conseil,0,0,1,0
11730,Yvelines,Conseil,0,0,0,1
11731,Yvelines,Technologie,0,0,0,1
11732,Yvelines,Conseil,0,0,1,0
11733,Yvelines,Conseil,0,0,1,0
11734,Yvelines,Conseil,0,0,1,0
11735,Yvelines,Conseil,1,0,0,0
11736,Paris,Matériel,0,0,0,1
11737,Paris,Matériel,0,0,0,1
11738,Paris,Formation,0,0,1,0
11739,Paris,Matériel,0,0,0,1
11740,Paris,Matériel,0,0,1,0
11741,Paris,Conseil,0,0,0,1
11742,Seine-Saint-Denis,Technologie,0,0,1,0
11743,Val-de-Marne,Formation,0,0,0,1
11744,Seine-Saint-Denis,Santé,0,0,1,0
11745,Val-d'Oise,Conseil,0,0,0,1
11746,Val-d'Oise,Conseil,0,0,0,1
11747,Val-d'Oise,Conseil,1,0,0,0
11748,Val-d'Oise,Conseil,0,0,0,1
11749,Yvelines,Formation,0,0,0,1
11750,Yvelines,Activités,0,0,1,0
11751,Paris,Accueil,0,0,0,1
11752,Val-d'Oise,Technologie,0,0,1,0
11753,Val-d'Oise,Technologie,0,0,0,1
11754,Val-d'Oise,Technologie,1,0,0,0
11755,Val-d'Oise,Technologie,1,0,0,0
11756,Val-d'Oise,Technologie,0,0,0,1
11757,Val-d'Oise,Technologie,0,0,0,1
11758,Val-d'Oise,Technologie,0,0,0,1
11759,Val-d'Oise,Technologie,0,0,0,1
11760,Val-d'Oise,Conseil,0,0,0,1
11761,Val-d'Oise,Santé,0,0,0,1
11762,Val-d'Oise,Conseil,0,0,0,1
11763,Val-d'Oise,Conseil,0,0,0,1
11764,Val-d'Oise,Conseil,0,0,0,1
11765,Val-d'Oise,Conseil,0,0,0,1
11766,Val-d'Oise,Conseil,0,0,0,1
11767,Val-d'Oise,Conseil,0,0,0,1
11768,Val-d'Oise,Conseil,0,0,0,1
11769,Val-d'Oise,Conseil,0,0,0,1
11770,Val-d'Oise,Conseil,0,0,0,1
11771,Val-d'Oise,Formation,0,0,0,1
11772,Val-d'Oise,Santé,0,0,0,1
11773,Val-d'Oise,Santé,0,0,0,1
11774,Val-d'Oise,Santé,0,0,0,1
11775,Val-d'Oise,Santé,0,0,0,1
11776,Val-d'Oise,Formation,0,0,0,1
11777,Val-d'Oise,Activités,0,0,0,1
11778,Val-d'Oise,Formation,0,0,0,1
11779,Val-d'Oise,Formation,0,0,0,1
11780,Val-d'Oise,Activités,0,0,0,1
11781,Val-d'Oise,Conseil,0,0,0,1
11782,Val-d'Oise,Formation,0,0,1,0
11783,Val-d'Oise,Activités,1,0,0,0
11784,Val-d'Oise,Conseil,0,0,0,1
11785,Val-d'Oise,Conseil,0,0,0,1
11786,Val-d'Oise,Conseil,0,0,0,1
11787,Val-d'Oise,Conseil,0,0,0,1
11788,Val-d'Oise,Conseil,0,0,0,1
11789,Val-d'Oise,Hygiène,0,0,0,1
11790,Val-d'Oise,Santé,0,0,0,1
11791,Val-d'Oise,Accueil,0,0,1,0
11792,Yvelines,Conseil,0,0,0,1
11793,Val-d'Oise,Santé,0,0,0,1
11794,Seine-Saint-Denis,Conseil,0,0,0,1
11795,Yvelines,Conseil,0,0,0,1
11796,Gironde,Santé,0,0,0,1
11797,Yvelines,Alimentation,0,0,0,1
11798,Val-de-Marne,Matériel,0,1,1,0
11799,Val-de-Marne,Conseil,0,1,1,0
11800,Val-de-Marne,Conseil,0,0,0,1
11801,Gironde,Conseil,0,0,1,0
11802,Val-d'Oise,Matériel,0,0,0,1
11803,Paris,Alimentation,0,0,0,1
11804,Paris,Alimentation,0,0,0,1
11805,Paris,Alimentation,0,0,0,1
11806,Paris,Alimentation,0,0,0,1
11807,Paris,Alimentation,0,0,0,1
11808,Paris,Activités,0,0,0,1
11809,Bas-Rhin,Santé,0,0,0,1
11810,Paris,Alimentation,0,0,0,1
11811,Bas-Rhin,Formation,0,0,0,1
11812,Bas-Rhin,Formation,1,0,0,0
11813,Bas-Rhin,Santé,0,0,0,1
11814,Yvelines,Conseil,0,0,0,1
11815,Yvelines,Conseil,0,0,0,1
11816,Yvelines,Conseil,0,0,0,1
11817,Val-de-Marne,Conseil,0,0,1,0
11818,Hauts-de-Seine,Formation,0,0,0,1
11819,Hauts-de-Seine,Formation,0,0,0,1
11820,Gironde,Formation,0,0,1,0
11821,Gironde,Activités,0,0,0,1
11822,Paris,Hygiène,0,0,0,1
11823,Hauts-de-Seine,Technologie,0,0,0,1
11824,Val-de-Marne,Conseil,0,0,0,1
11825,Yvelines,Conseil,0,0,1,0
11826,Gironde,Formation,1,0,1,0
11827,Hauts-de-Seine,Hygiène,0,0,0,1
11828,Hauts-de-Seine,Formation,0,0,0,1
11829,Hauts-de-Seine,Formation,0,0,1,0
11830,Hauts-de-Seine,Hygiène,0,0,1,0
11831,Hauts-de-Seine,Santé,0,0,1,0
11832,Hauts-de-Seine,Santé,1,0,0,0
11833,Hauts-de-Seine,Santé,1,0,1,0
11834,Hauts-de-Seine,Formation,0,0,0,1
11835,Hauts-de-Seine,Formation,0,0,1,0
11836,Hauts-de-Seine,Formation,0,0,0,1
11837,Paris,Alimentation,0,0,0,1
11838,Alpes-Maritimes,Conseil,0,0,0,1
11839,Paris,Alimentation,0,0,0,1
11840,Paris,Alimentation,0,0,0,1
11841,Paris,Alimentation,0,0,0,1
11842,Paris,Alimentation,0,0,0,1
11843,Paris,Alimentation,0,0,0,1
11844,Bas-Rhin,Technologie,0,0,0,1
11845,Bas-Rhin,Technologie,0,0,0,1
11846,Paris,Alimentation,0,0,0,1
11847,Seine-Saint-Denis,Conseil,0,0,0,1
11848,Bas-Rhin,Alimentation,0,0,0,1
11849,Hauts-de-Seine,Formation,0,0,0,1
11850,Hauts-de-Seine,Formation,0,0,1,0
11851,Hauts-de-Seine,Accueil,0,0,0,1
11852,Hauts-de-Seine,Conseil,0,0,0,1
11853,Hauts-de-Seine,Formation,0,0,0,1
11854,Bas-Rhin,Formation,0,0,1,0
11855,Hauts-de-Seine,Activités,0,0,0,1
11856,Bas-Rhin,Formation,0,0,0,1
11857,Seine-Saint-Denis,Alimentation,0,0,0,1
11858,Hauts-de-Seine,Technologie,0,0,0,1
11859,Bas-Rhin,Conseil,0,0,0,1
11860,Val-de-Marne,Technologie,0,0,1,0
11861,Gironde,Accueil,0,0,1,0
11862,Alpes-Maritimes,Conseil,0,0,0,1
11863,Alpes-Maritimes,Conseil,0,0,0,1
11864,Alpes-Maritimes,Conseil,0,0,0,1
11865,Alpes-Maritimes,Conseil,0,0,0,1
11866,Alpes-Maritimes,Conseil,0,0,0,1
11867,Alpes-Maritimes,Conseil,0,0,0,1
11868,Alpes-Maritimes,Conseil,0,0,0,1
11869,Alpes-Maritimes,Conseil,0,0,0,1
11870,Alpes-Maritimes,Conseil,0,0,0,1
11871,Val-de-Marne,Conseil,0,0,0,1
11872,Val-de-Marne,Conseil,0,0,0,1
11873,Alpes-Maritimes,Conseil,0,0,0,1
11874,Alpes-Maritimes,Conseil,0,0,0,1
11875,Alpes-Maritimes,Conseil,0,0,0,1
11876,Alpes-Maritimes,Conseil,0,0,0,1
11877,Alpes-Maritimes,Conseil,0,0,0,1
11878,Alpes-Maritimes,Santé,0,0,0,1
11879,Alpes-Maritimes,Santé,0,0,0,1
11880,Alpes-Maritimes,Santé,0,0,0,1
11881,Alpes-Maritimes,Santé,0,0,0,1
11882,Alpes-Maritimes,Santé,0,0,0,1
11883,Alpes-Maritimes,Santé,0,0,0,1
11884,Alpes-Maritimes,Santé,0,0,0,1
11885,Alpes-Maritimes,Santé,0,0,0,1
11886,Alpes-Maritimes,Santé,0,0,0,1
11887,Alpes-Maritimes,Santé,0,0,0,1
11888,Alpes-Maritimes,Santé,0,0,0,1
11889,Alpes-Maritimes,Santé,0,0,0,1
11890,Alpes-Maritimes,Santé,0,0,0,1
11891,Alpes-Maritimes,Santé,0,0,0,1
11892,Alpes-Maritimes,Santé,0,0,0,1
11893,Alpes-Maritimes,Santé,0,0,0,1
11894,Alpes-Maritimes,Santé,0,0,0,1
11895,Alpes-Maritimes,Santé,0,0,0,1
11896,Alpes-Maritimes,Santé,0,0,0,1
11897,Alpes-Maritimes,Santé,0,0,0,1
11898,Alpes-Maritimes,Santé,0,0,0,1
11899,Val-d'Oise,Conseil,0,0,0,1
11900,Val-d'Oise,Conseil,0,0,1,0
11901,Val-d'Oise,Conseil,0,0,0,1
11902,Alpes-Maritimes,Santé,0,0,0,1
11903,Alpes-Maritimes,Santé,0,0,0,1
11904,Alpes-Maritimes,Santé,0,0,0,1
11905,Alpes-Maritimes,Conseil,0,0,0,1
11906,Val-d'Oise,Formation,0,0,0,1
11907,Val-d'Oise,Formation,0,0,0,1
11908,Val-d'Oise,Formation,0,0,0,1
11909,Val-d'Oise,Formation,0,0,0,1
11910,Val-d'Oise,Formation,0,0,0,1
11911,Alpes-Maritimes,Conseil,0,0,0,1
11912,Alpes-Maritimes,Santé,0,0,0,1
11913,Alpes-Maritimes,Santé,0,0,0,1
11914,Alpes-Maritimes,Santé,0,0,0,1
11915,Paris,Hygiène,0,0,0,1
11916,Hauts-de-Seine,Activités,1,0,0,0
11917,Gironde,Activités,0,0,0,1
11918,Hauts-de-Seine,Conseil,0,0,0,1
11919,Bas-Rhin,Conseil,0,0,1,0
11920,Hauts-de-Seine,Conseil,0,0,0,1
11921,Hauts-de-Seine,Conseil,0,0,0,1
11922,Paris,Conseil,0,0,0,1
11923,Hauts-de-Seine,Conseil,0,0,1,0
11924,Hauts-de-Seine,Technologie,1,0,1,0
11925,Hauts-de-Seine,Technologie,0,0,1,0
11926,Bas-Rhin,Alimentation,0,1,0,1
11927,Hauts-de-Seine,Technologie,1,0,1,0
11928,Hauts-de-Seine,Formation,0,0,0,1
11929,Bas-Rhin,Conseil,0,0,1,0
11930,Val-d'Oise,Matériel,0,0,0,1
11931,Alpes-Maritimes,Conseil,0,0,0,1
11932,Alpes-Maritimes,Conseil,0,0,0,1
11933,Alpes-Maritimes,Conseil,0,0,0,1
11934,Alpes-Maritimes,Conseil,0,0,0,1
11935,Alpes-Maritimes,Conseil,0,0,0,1
11936,Alpes-Maritimes,Conseil,0,0,0,1
11937,Alpes-Maritimes,Conseil,0,0,0,1
11938,Alpes-Maritimes,Conseil,0,0,0,1
11939,Alpes-Maritimes,Santé,0,0,0,1
11940,Alpes-Maritimes,Santé,0,0,0,1
11941,Hauts-de-Seine,Conseil,0,0,0,1
11942,Hauts-de-Seine,Activités,0,0,0,1
11943,Paris,Accueil,0,0,1,0
11944,Hauts-de-Seine,Activités,0,0,0,1
11945,Hauts-de-Seine,Conseil,0,0,1,0
11946,Hauts-de-Seine,Conseil,0,0,0,1
11947,Hauts-de-Seine,Conseil,0,0,1,0
11948,Hauts-de-Seine,Technologie,1,0,1,0
11949,Yvelines,Santé,0,0,0,1
11950,Yvelines,Santé,0,0,1,0
11951,Yvelines,Accueil,0,0,0,1
11952,Yvelines,Accueil,0,0,0,1
11953,Yvelines,Accueil,0,0,0,1
11954,Bas-Rhin,Matériel,0,0,0,1
11955,Val-d'Oise,Conseil,1,0,0,0
11956,Val-d'Oise,Conseil,1,0,0,0
11957,Bas-Rhin,Conseil,0,0,1,0
11958,Hauts-de-Seine,Conseil,0,0,1,0
11959,Hauts-de-Seine,Conseil,0,0,1,0
11960,Hauts-de-Seine,Conseil,0,0,1,0
11961,Hauts-de-Seine,Conseil,0,0,1,0
11962,Hauts-de-Seine,Conseil,0,0,1,0
11963,Alpes-Maritimes,Conseil,0,0,1,0
11964,Yvelines,Conseil,1,0,0,0
11965,Alpes-Maritimes,Conseil,0,0,0,1
11966,Alpes-Maritimes,Alimentation,0,0,1,0
11967,Hauts-de-Seine,Conseil,0,0,1,0
11968,Bas-Rhin,Matériel,0,0,1,0
11969,Val-de-Marne,Conseil,0,0,1,0
11970,Alpes-Maritimes,Matériel,0,0,1,0
11971,Val-de-Marne,Formation,0,0,0,1
11972,Gironde,Santé,1,0,0,0
11973,Seine-Saint-Denis,Alimentation,0,0,0,1
11974,Hauts-de-Seine,Formation,0,0,1,0
11975,Alpes-Maritimes,Activités,0,0,1,0
11976,Hauts-de-Seine,Santé,0,0,0,1
11977,Val-de-Marne,Formation,0,0,1,0
11978,Val-de-Marne,Activités,0,0,0,1
11979,Seine-et-Marne,Conseil,1,0,0,0
11980,Seine-et-Marne,Conseil,1,0,0,0
11981,Seine-et-Marne,Conseil,1,0,0,0
11982,Val-d'Oise,Conseil,0,0,0,1
11983,Seine-et-Marne,Conseil,1,0,0,0
11984,Val-d'Oise,Conseil,0,0,0,1
11985,Val-d'Oise,Conseil,0,0,0,1
11986,Val-d'Oise,Conseil,0,0,0,1
11987,Alpes-Maritimes,Alimentation,0,0,0,1
11988,Hauts-de-Seine,Technologie,1,0,1,0
11989,Bas-Rhin,Matériel,0,0,0,1
11990,Val-d'Oise,Conseil,0,0,0,1
11991,Val-d'Oise,Conseil,0,0,0,1
11992,Val-d'Oise,Conseil,0,0,0,1
11993,Seine-Saint-Denis,Conseil,0,0,0,1
11994,Val-d'Oise,Conseil,0,0,0,1
11995,Val-d'Oise,Conseil,1,0,0,0
11996,Val-d'Oise,Conseil,1,0,0,0
11997,Val-d'Oise,Conseil,0,0,0,1
11998,Val-d'Oise,Conseil,0,0,0,1
11999,Val-d'Oise,Conseil,1,0,0,0
12000,Val-d'Oise,Conseil,1,0,0,0
12001,Val-d'Oise,Conseil,0,0,0,1
12002,Val-d'Oise,Conseil,1,0,0,0
12003,Val-d'Oise,Conseil,0,0,0,1
12004,Val-d'Oise,Technologie,0,0,0,1
12005,Alpes-Maritimes,Technologie,0,1,0,1
12006,Alpes-Maritimes,Technologie,0,0,0,1
12007,Hauts-de-Seine,Activités,0,0,0,1
12008,Val-d'Oise,Conseil,0,0,0,1
12009,Alpes-Maritimes,Conseil,0,0,0,1
12010,Alpes-Maritimes,Conseil,0,0,0,1
12011,Hauts-de-Seine,Activités,0,0,1,0
12012,Alpes-Maritimes,Conseil,0,0,0,1
12013,Seine-Saint-Denis,Formation,1,1,0,0
12014,Hauts-de-Seine,Conseil,0,0,1,0
12015,Yvelines,Formation,0,0,0,1
12016,Val-d'Oise,Activités,0,0,0,1
12017,Hauts-de-Seine,Technologie,1,0,0,0
12018,Hauts-de-Seine,Technologie,1,0,0,0
12019,Gironde,Activités,0,0,1,0
12020,Gironde,Activités,0,0,0,1
12021,Hauts-de-Seine,Technologie,1,0,0,0
12022,Val-de-Marne,Matériel,0,0,0,1
12023,Alpes-Maritimes,Conseil,0,0,0,1
12024,Alpes-Maritimes,Conseil,0,0,0,1
12025,Alpes-Maritimes,Conseil,0,0,0,1
12026,Hauts-de-Seine,Santé,0,0,0,1
12027,Gironde,Alimentation,0,0,0,1
12028,Val-d'Oise,Conseil,0,0,1,0
12029,Hauts-de-Seine,Conseil,0,0,1,0
12030,Loire-Atlantique,Conseil,1,0,0,0
12031,Hauts-de-Seine,Conseil,0,0,1,0
12032,Val-de-Marne,Santé,0,0,1,0
12033,Seine-Saint-Denis,Santé,0,0,0,1
12034,Hauts-de-Seine,Alimentation,0,0,0,1
12035,Alpes-Maritimes,Activités,0,0,0,1
12036,Loire-Atlantique,Santé,0,0,0,1
12037,Bas-Rhin,Formation,1,0,1,0
12038,Alpes-Maritimes,Activités,0,1,1,0
12039,Bas-Rhin,Formation,0,0,0,1
12040,Alpes-Maritimes,Formation,0,0,0,1
12041,Val-d'Oise,Santé,0,0,0,1
12042,Bas-Rhin,Santé,0,0,1,0
12043,Hauts-de-Seine,Santé,0,0,0,1
12044,Val-d'Oise,Conseil,0,0,0,1
12045,Hauts-de-Seine,Activités,0,0,0,1
12046,Hauts-de-Seine,Activités,0,0,0,1
12047,Val-d'Oise,Matériel,0,0,1,0
12048,Val-d'Oise,Matériel,0,0,1,0
12049,Seine-Saint-Denis,Conseil,0,0,0,1
12050,Loire-Atlantique,Activités,0,0,1,0
12051,Alpes-Maritimes,Technologie,0,0,0,1
12052,Bas-Rhin,Technologie,0,0,0,1
12053,Essonne,Matériel,0,0,0,1
12054,Essonne,Alimentation,0,0,0,1
12055,Essonne,Hygiène,0,0,0,1
12056,Hauts-de-Seine,Conseil,0,0,0,1
12057,Alpes-Maritimes,Activités,0,0,0,1
12058,Alpes-Maritimes,Activités,0,0,0,1
12059,Alpes-Maritimes,Activités,0,0,0,1
12060,Alpes-Maritimes,Activités,0,0,0,1
12061,Alpes-Maritimes,Santé,0,0,0,1
12062,Alpes-Maritimes,Santé,0,0,0,1
12063,Alpes-Maritimes,Santé,0,0,0,1
12064,Alpes-Maritimes,Santé,0,0,0,1
12065,Alpes-Maritimes,Santé,0,0,0,1
12066,Alpes-Maritimes,Conseil,0,0,0,1
12067,Alpes-Maritimes,Technologie,0,0,0,1
12068,Alpes-Maritimes,Technologie,0,0,1,0
12069,Alpes-Maritimes,Alimentation,0,0,0,1
12070,Bas-Rhin,Formation,0,0,1,0
12071,Val-d'Oise,Conseil,0,0,0,1
12072,Val-d'Oise,Conseil,0,0,0,1
12073,Val-d'Oise,Conseil,0,0,0,1
12074,Val-d'Oise,Formation,0,0,0,1
12075,Essonne,Conseil,0,0,0,1
12076,Yvelines,Conseil,0,0,1,0
12077,Bas-Rhin,Technologie,0,0,0,1
12078,Loire-Atlantique,Formation,0,0,1,0
12079,Bas-Rhin,Formation,0,0,0,1
12080,Bas-Rhin,Conseil,0,0,0,1
12081,Seine-Saint-Denis,Formation,0,0,1,0
12082,Alpes-Maritimes,Conseil,0,0,0,1
12083,Paris,Conseil,0,0,0,1
12084,Paris,Santé,0,0,0,1
12085,Hauts-de-Seine,Santé,0,0,0,1
12086,Yvelines,Activités,1,0,1,0
12087,Yvelines,Activités,1,0,1,0
12088,Yvelines,Activités,1,0,1,0
12089,Yvelines,Conseil,0,0,0,1
12090,Yvelines,Conseil,0,0,0,1
12091,Val-d'Oise,Santé,0,0,0,1
12092,Paris,Santé,0,0,0,1
12093,Val-d'Oise,Conseil,0,0,0,1
12094,Seine-et-Marne,Conseil,1,0,0,0
12095,Seine-et-Marne,Conseil,1,0,0,0
12096,Paris,Santé,0,0,0,1
12097,Paris,Alimentation,0,0,0,1
12098,Seine-et-Marne,Conseil,1,0,0,0
12099,Seine-et-Marne,Conseil,1,0,0,0
12100,Seine-et-Marne,Conseil,1,0,0,0
12101,Seine-et-Marne,Conseil,0,0,0,1
12102,Alpes-Maritimes,Conseil,0,1,1,0
12103,Alpes-Maritimes,Conseil,0,1,1,0
12104,Alpes-Maritimes,Matériel,0,1,0,1
12105,Alpes-Maritimes,Formation,0,1,0,1
12106,Alpes-Maritimes,Activités,0,1,1,0
12107,Alpes-Maritimes,Conseil,0,0,0,1
12108,Alpes-Maritimes,Conseil,0,1,1,0
12109,Alpes-Maritimes,Conseil,0,0,1,0
12110,Alpes-Maritimes,Conseil,0,1,1,0
12111,Alpes-Maritimes,Formation,0,1,1,0
12112,Alpes-Maritimes,Conseil,0,1,1,0
12113,Alpes-Maritimes,Conseil,0,1,1,0
12114,Alpes-Maritimes,Conseil,0,1,1,0
12115,Alpes-Maritimes,Activités,0,0,1,0
12116,Paris,Technologie,0,0,0,1
12117,Val-de-Marne,Conseil,0,0,0,1
