,departement,bigCategorie,Changement d'horaire,Services fermés,Fermé,Ouvert
5189,Loire-Atlantique,Formation,1,0,1,0
5190,Paris,Matériel,1,0,0,0
5191,Paris,Matériel,1,0,0,0
5192,Loire-Atlantique,Formation,1,0,0,0
5193,Loire-Atlantique,Formation,0,0,0,1
5194,Hauts-de-Seine,Formation,0,0,0,1
5195,Loire-Atlantique,Formation,0,0,1,0
5196,Hauts-de-Seine,Formation,0,0,0,1
5197,Hauts-de-Seine,Formation,0,0,0,1
5198,Hauts-de-Seine,Formation,0,0,0,1
5199,Loire-Atlantique,Formation,0,0,0,1
5200,Hauts-de-Seine,Formation,0,0,0,1
5201,Hauts-de-Seine,Formation,0,0,0,1
5202,Hauts-de-Seine,Formation,0,0,0,1
5203,Hauts-de-Seine,Formation,0,0,0,1
5204,Paris,Formation,0,0,0,1
5205,Hauts-de-Seine,Formation,0,0,0,1
5206,Hauts-de-Seine,Formation,0,0,0,1
5207,Hauts-de-Seine,Formation,0,0,0,1
5208,Hauts-de-Seine,Formation,0,0,0,1
5209,Hauts-de-Seine,Formation,0,0,0,1
5210,Hauts-de-Seine,Formation,0,0,0,1
5211,Hauts-de-Seine,Conseil,0,0,1,0
5212,Paris,Activités,1,0,0,0
5213,Loire-Atlantique,Formation,0,0,1,0
5214,Loire-Atlantique,Formation,1,0,1,0
5215,Loire-Atlantique,Formation,0,0,1,0
5216,Loire-Atlantique,Formation,0,0,1,0
5217,Loire-Atlantique,Formation,0,0,1,0
5218,Loire-Atlantique,Formation,1,0,0,0
5219,Loire-Atlantique,Formation,1,0,1,0
5220,Loire-Atlantique,Formation,0,0,0,1
5221,Loire-Atlantique,Formation,0,0,0,1
5222,Loire-Atlantique,Formation,0,0,1,0
5223,Loire-Atlantique,Formation,0,0,0,1
5224,Loire-Atlantique,Formation,1,0,0,0
5225,Loire-Atlantique,Formation,0,0,0,1
5226,Hauts-de-Seine,Conseil,0,0,0,1
5227,Hauts-de-Seine,Formation,0,0,0,1
5228,Hauts-de-Seine,Formation,0,0,0,1
5229,Hauts-de-Seine,Formation,0,0,1,0
5230,Hauts-de-Seine,Formation,0,0,0,1
5231,Hauts-de-Seine,Formation,0,0,1,0
5232,Hauts-de-Seine,Formation,0,0,1,0
5233,Hauts-de-Seine,Formation,0,0,0,1
5234,Paris,Activités,0,0,1,0
5235,Paris,Activités,1,0,0,0
5236,Paris,Activités,0,0,1,0
5237,Seine-Saint-Denis,Santé,0,0,0,1
5238,Seine-Saint-Denis,Santé,0,0,1,0
5239,Hauts-de-Seine,Formation,1,0,0,0
5240,Hauts-de-Seine,Formation,0,0,0,1
5241,Hauts-de-Seine,Formation,0,0,1,0
5242,Hauts-de-Seine,Formation,0,0,1,0
5243,Hauts-de-Seine,Formation,0,0,0,1
5244,Hauts-de-Seine,Formation,0,0,1,0
5245,Hauts-de-Seine,Formation,0,0,0,1
5246,Hauts-de-Seine,Formation,0,0,0,1
5247,Hauts-de-Seine,Formation,1,0,0,0
5248,Hauts-de-Seine,Formation,0,0,0,1
5249,Hauts-de-Seine,Formation,0,0,1,0
5250,Hauts-de-Seine,Formation,0,0,1,0
5251,Hauts-de-Seine,Formation,0,0,1,0
5252,Hauts-de-Seine,Formation,0,0,1,0
5253,Hauts-de-Seine,Formation,0,0,0,1
5254,Hauts-de-Seine,Formation,0,0,1,0
5255,Hauts-de-Seine,Formation,0,0,1,0
5256,Paris,Activités,0,0,0,1
5257,Paris,Activités,1,0,0,0
5258,Paris,Activités,0,0,1,0
5259,Hauts-de-Seine,Activités,1,0,0,0
5260,Paris,Activités,0,0,1,0
5261,Paris,Activités,0,0,1,0
5262,Paris,Conseil,1,0,0,0
5263,Val-de-Marne,Santé,0,0,0,1
5264,Val-de-Marne,Santé,0,0,1,0
5265,Val-de-Marne,Santé,0,0,0,1
5266,Val-de-Marne,Santé,0,0,1,0
5267,Val-de-Marne,Santé,0,0,0,1
5268,Val-de-Marne,Santé,0,0,1,0
5269,Val-de-Marne,Santé,0,0,0,1
5270,Val-de-Marne,Santé,0,0,1,0
5271,Val-de-Marne,Santé,0,0,1,0
5272,Val-de-Marne,Santé,0,0,1,0
5273,Val-de-Marne,Santé,0,0,0,1
5274,Val-de-Marne,Santé,0,0,0,1
5275,Paris,Activités,1,0,0,0
5276,Val-de-Marne,Santé,0,0,0,1
5277,Val-de-Marne,Santé,0,0,1,0
5278,Val-de-Marne,Santé,0,0,0,1
5279,Val-de-Marne,Santé,0,0,1,0
5280,Val-de-Marne,Santé,0,0,0,1
5281,Val-de-Marne,Santé,0,0,0,1
5282,Val-de-Marne,Santé,0,0,1,0
5283,Val-de-Marne,Santé,0,0,0,1
5284,Val-de-Marne,Santé,0,0,1,0
5285,Val-de-Marne,Santé,0,0,1,0
5286,Val-de-Marne,Santé,0,0,1,0
5287,Val-de-Marne,Santé,0,0,0,1
5288,Val-de-Marne,Santé,0,0,0,1
5289,Val-de-Marne,Santé,0,0,0,1
5290,Val-de-Marne,Santé,0,0,1,0
5291,Val-de-Marne,Santé,0,0,1,0
5292,Val-de-Marne,Santé,0,0,0,1
5293,Val-de-Marne,Santé,0,0,0,1
5294,Val-de-Marne,Santé,0,0,0,1
5295,Val-de-Marne,Santé,0,0,1,0
5296,Val-de-Marne,Santé,0,0,0,1
5297,Val-de-Marne,Santé,0,0,1,0
5298,Val-de-Marne,Santé,0,0,1,0
5299,Val-de-Marne,Santé,0,0,0,1
5300,Val-de-Marne,Santé,0,0,1,0
5301,Val-de-Marne,Santé,0,0,1,0
5302,Val-de-Marne,Santé,0,0,0,1
5303,Val-de-Marne,Santé,0,0,1,0
5304,Val-de-Marne,Santé,0,0,0,1
5305,Val-de-Marne,Santé,0,0,1,0
5306,Val-de-Marne,Santé,0,0,0,1
5307,Val-de-Marne,Santé,0,0,1,0
5308,Val-de-Marne,Santé,0,0,0,1
5309,Val-de-Marne,Santé,0,0,1,0
5310,Val-de-Marne,Santé,0,0,1,0
5311,Val-de-Marne,Santé,0,0,1,0
5312,Val-de-Marne,Santé,0,0,0,1
5313,Val-de-Marne,Santé,0,0,0,1
5314,Val-de-Marne,Santé,0,0,1,0
5315,Val-de-Marne,Santé,0,0,0,1
5316,Val-de-Marne,Santé,0,0,1,0
5317,Val-de-Marne,Santé,0,0,0,1
5318,Val-de-Marne,Santé,0,0,1,0
5319,Val-de-Marne,Santé,0,0,0,1
5320,Val-de-Marne,Santé,0,0,0,1
5321,Val-de-Marne,Santé,0,0,0,1
5322,Val-de-Marne,Santé,0,0,1,0
5323,Paris,Activités,1,0,0,0
5324,Paris,Activités,0,0,1,0
5325,Gironde,Conseil,0,0,0,1
5326,Val-de-Marne,Santé,0,0,1,0
5327,Val-de-Marne,Santé,0,0,1,0
5328,Val-de-Marne,Santé,0,0,1,0
5329,Gironde,Activités,0,0,0,1
5330,Val-de-Marne,Santé,0,0,1,0
5331,Val-de-Marne,Santé,0,0,1,0
5332,Gironde,Activités,0,0,1,0
5333,Paris,Activités,0,0,1,0
5334,Val-de-Marne,Santé,0,0,0,1
5335,Gironde,Formation,0,0,1,0
5336,Val-de-Marne,Santé,0,0,0,1
5337,Val-de-Marne,Santé,0,0,1,0
5338,Gironde,Conseil,0,0,1,0
5339,Val-de-Marne,Santé,0,0,0,1
5340,Val-de-Marne,Santé,0,0,0,1
5341,Val-de-Marne,Santé,0,0,0,1
5342,Val-de-Marne,Santé,0,0,0,1
5343,Val-de-Marne,Santé,0,0,0,1
5344,Val-de-Marne,Santé,0,0,0,1
5345,Val-de-Marne,Santé,0,0,0,1
5346,Val-de-Marne,Santé,0,0,0,1
5347,Val-de-Marne,Santé,0,0,0,1
5348,Val-de-Marne,Santé,0,0,1,0
5349,Val-de-Marne,Santé,0,0,1,0
5350,Val-de-Marne,Santé,0,0,1,0
5351,Val-de-Marne,Santé,0,0,0,1
5352,Val-de-Marne,Santé,0,0,0,1
5353,Val-de-Marne,Santé,0,0,0,1
5354,Val-de-Marne,Santé,0,0,0,1
5355,Val-de-Marne,Santé,0,0,0,1
5356,Paris,Santé,0,0,0,1
5357,Val-de-Marne,Santé,0,0,1,0
5358,Val-de-Marne,Santé,0,0,1,0
5359,Val-de-Marne,Santé,0,0,0,1
5360,Val-de-Marne,Santé,0,0,0,1
5361,Val-de-Marne,Santé,0,0,1,0
5362,Val-de-Marne,Santé,0,0,0,1
5363,Val-de-Marne,Santé,0,0,0,1
5364,Val-de-Marne,Santé,0,0,0,1
5365,Val-de-Marne,Santé,0,0,1,0
5366,Val-de-Marne,Santé,0,0,0,1
5367,Val-de-Marne,Santé,0,0,1,0
5368,Val-de-Marne,Santé,0,0,0,1
5369,Val-de-Marne,Santé,0,0,0,1
5370,Val-de-Marne,Santé,0,0,1,0
5371,Val-de-Marne,Santé,0,0,0,1
5372,Val-de-Marne,Santé,0,0,0,1
5373,Val-de-Marne,Santé,0,0,1,0
5374,Val-de-Marne,Santé,0,0,1,0
5375,Val-de-Marne,Santé,0,0,0,1
5376,Paris,Activités,1,0,0,0
5377,Paris,Activités,1,0,0,0
5378,Paris,Activités,1,0,0,0
5379,Paris,Activités,1,0,0,0
5380,Val-de-Marne,Activités,0,0,0,1
5381,Val-de-Marne,Alimentation,0,0,1,0
5382,Val-de-Marne,Accueil,0,0,0,1
5383,Val-de-Marne,Alimentation,0,0,0,1
5384,Val-de-Marne,Alimentation,0,0,0,1
5385,Loire-Atlantique,Alimentation,0,0,1,0
5386,Seine-Saint-Denis,Santé,0,0,0,1
5387,Yvelines,Santé,0,0,0,1
5388,Yvelines,Santé,0,0,0,1
5389,Paris,Formation,0,0,0,1
5390,Val-de-Marne,Santé,0,0,0,1
5391,Bas-Rhin,Conseil,0,0,1,0
5392,Val-de-Marne,Conseil,0,0,0,1
5393,Paris,Activités,0,0,0,1
5394,Paris,Alimentation,0,0,0,1
5395,Val-de-Marne,Conseil,0,0,0,1
5396,Paris,Santé,0,0,0,1
5397,Paris,Santé,0,0,0,1
5398,Paris,Santé,0,0,0,1
5399,Paris,Accueil,0,0,1,0
5400,Seine-Saint-Denis,Conseil,0,0,0,1
5401,Paris,Santé,0,0,0,1
5402,Paris,Santé,0,0,0,1
5403,Paris,Santé,0,0,0,1
5404,Paris,Santé,0,0,0,1
5405,Paris,Santé,0,0,0,1
5406,Paris,Santé,0,0,0,1
5407,Paris,Santé,0,0,0,1
5408,Paris,Santé,0,0,0,1
5409,Paris,Santé,0,0,0,1
5410,Paris,Santé,0,0,0,1
5411,Paris,Santé,0,0,0,1
5412,Paris,Santé,0,0,0,1
5413,Paris,Santé,0,0,0,1
5414,Paris,Santé,0,0,0,1
5415,Paris,Santé,0,0,0,1
5416,Paris,Santé,0,0,0,1
5417,Paris,Santé,0,0,0,1
5418,Bas-Rhin,Formation,1,1,0,0
5419,Paris,Conseil,0,0,1,0
5420,Paris,Formation,1,0,0,0
5421,Paris,Santé,0,0,0,1
5422,Paris,Santé,0,0,0,1
5423,Paris,Santé,0,0,0,1
5424,Paris,Santé,0,0,0,1
5425,Paris,Santé,0,0,0,1
5426,Paris,Santé,0,0,0,1
5427,Paris,Santé,0,0,0,1
5428,Paris,Santé,0,0,0,1
5429,Paris,Santé,0,0,0,1
5430,Paris,Santé,0,0,0,1
5431,Paris,Santé,0,0,0,1
5432,Paris,Santé,0,0,0,1
5433,Paris,Santé,0,0,0,1
5434,Paris,Santé,0,0,0,1
5435,Paris,Santé,0,0,0,1
5436,Seine-Saint-Denis,Activités,0,0,0,1
5437,Paris,Santé,0,0,0,1
5438,Paris,Santé,0,0,0,1
5439,Paris,Santé,0,0,0,1
5440,Paris,Santé,0,0,0,1
5441,Paris,Santé,0,0,0,1
5442,Paris,Santé,0,0,0,1
5443,Paris,Santé,0,0,0,1
5444,Paris,Conseil,0,0,1,0
5445,Paris,Conseil,0,0,0,1
5446,Paris,Santé,0,0,0,1
5447,Paris,Santé,0,0,0,1
5448,Paris,Santé,0,0,0,1
5449,Paris,Santé,0,0,0,1
5450,Paris,Santé,0,0,0,1
5451,Paris,Santé,0,0,0,1
5452,Paris,Santé,0,0,0,1
5453,Seine-Saint-Denis,Santé,0,0,0,1
5454,Paris,Santé,0,0,0,1
5455,Paris,Santé,0,0,0,1
5456,Paris,Santé,0,0,0,1
5457,Hauts-de-Seine,Accueil,0,0,1,0
5458,Paris,Santé,0,0,0,1
5459,Paris,Santé,0,0,0,1
5460,Bas-Rhin,Alimentation,0,0,0,1
5461,Val-de-Marne,Alimentation,0,0,0,1
5462,Hauts-de-Seine,Santé,0,0,1,0
5463,Bas-Rhin,Alimentation,0,0,0,1
5464,Loire-Atlantique,Formation,1,0,1,0
5465,Val-d'Oise,Conseil,0,0,0,1
5466,Val-d'Oise,Conseil,0,0,0,1
5467,Val-d'Oise,Accueil,0,0,0,1
5468,Val-d'Oise,Conseil,0,0,0,1
5469,Val-d'Oise,Alimentation,0,0,0,1
5470,Val-d'Oise,Conseil,0,0,0,1
5471,Val-de-Marne,Santé,0,0,0,1
5472,Bas-Rhin,Santé,0,0,0,1
5473,Hauts-de-Seine,Santé,0,0,1,0
5474,Hauts-de-Seine,Santé,0,0,0,1
5475,Bas-Rhin,Santé,0,0,1,0
5476,Gironde,Santé,0,0,1,0
5477,Seine-Saint-Denis,Matériel,0,0,0,1
5478,Bas-Rhin,Formation,1,0,0,0
5479,Bas-Rhin,Formation,1,0,0,0
5480,Bas-Rhin,Formation,1,0,0,0
5481,Bas-Rhin,Formation,1,0,0,0
5482,Bas-Rhin,Formation,1,0,0,0
5483,Hauts-de-Seine,Santé,0,0,1,0
5484,Val-d'Oise,Santé,0,0,0,1
5485,Paris,Santé,0,1,1,0
5486,Seine-Saint-Denis,Hygiène,0,0,0,1
5487,Seine-Saint-Denis,Alimentation,0,0,0,1
5488,Val-d'Oise,Alimentation,0,0,0,1
5489,Seine-Saint-Denis,Conseil,0,0,0,1
5490,Val-d'Oise,Santé,0,0,0,1
5491,Val-d'Oise,Santé,0,0,0,1
5492,Hauts-de-Seine,Formation,0,0,0,1
5493,Paris,Santé,0,0,0,1
5494,Hauts-de-Seine,Accueil,0,0,1,0
5495,Paris,Alimentation,0,0,0,1
5496,Hauts-de-Seine,Santé,0,0,1,0
5497,Hauts-de-Seine,Santé,0,0,0,1
5498,Hauts-de-Seine,Santé,0,0,0,1
5499,Yvelines,Activités,0,0,0,1
5500,Yvelines,Activités,1,0,0,0
5501,Yvelines,Activités,1,0,0,0
5502,Bas-Rhin,Alimentation,0,0,1,0
5503,Yvelines,Activités,1,0,0,0
5504,Bas-Rhin,Matériel,0,0,1,0
5505,Yvelines,Activités,1,0,0,0
5506,Bas-Rhin,Matériel,0,0,0,1
5507,Yvelines,Activités,1,0,0,0
5508,Yvelines,Activités,1,0,0,0
5509,Yvelines,Activités,1,0,0,0
5510,Yvelines,Activités,1,0,0,0
5511,Yvelines,Activités,1,0,0,0
5512,Hauts-de-Seine,Santé,0,0,0,1
5513,Hauts-de-Seine,Santé,0,0,0,1
5514,Hauts-de-Seine,Santé,0,0,1,0
5515,Seine-Saint-Denis,Formation,0,0,0,1
5516,Seine-Saint-Denis,Conseil,0,0,0,1
5517,Seine-Saint-Denis,Formation,0,0,0,1
5518,Seine-Saint-Denis,Formation,0,0,0,1
5519,Seine-Saint-Denis,Formation,0,0,0,1
5520,Seine-Saint-Denis,Formation,0,0,0,1
5521,Seine-Saint-Denis,Technologie,0,0,1,0
5522,Hauts-de-Seine,Santé,0,0,1,0
5523,Seine-Saint-Denis,Formation,0,0,0,1
5524,Paris,Santé,0,0,0,1
5525,Seine-Saint-Denis,Formation,0,0,0,1
5526,Paris,Santé,0,0,0,1
5527,Seine-Saint-Denis,Formation,0,0,0,1
5528,Bas-Rhin,Conseil,1,0,0,0
5529,Seine-Saint-Denis,Formation,0,0,0,1
5530,Yvelines,Activités,1,0,0,0
5531,Yvelines,Conseil,0,0,1,0
5532,Yvelines,Conseil,0,0,0,1
5533,Yvelines,Conseil,0,0,0,1
5534,Yvelines,Conseil,0,0,0,1
5535,Seine-Saint-Denis,Formation,0,0,0,1
5536,Seine-et-Marne,Accueil,1,0,0,0
5537,Paris,Alimentation,0,0,0,1
5538,Paris,Accueil,0,0,1,0
5539,Val-d'Oise,Alimentation,0,0,0,1
5540,Gironde,Alimentation,0,0,0,1
5541,Paris,Accueil,0,0,1,0
5542,Bas-Rhin,Alimentation,0,0,0,1
5543,Yvelines,Matériel,0,0,1,0
5544,Paris,Alimentation,0,0,1,0
5545,Gironde,Conseil,0,0,0,1
5546,Paris,Formation,0,0,1,0
5547,Paris,Alimentation,0,0,0,1
5548,Paris,Conseil,0,0,0,1
5549,Loire-Atlantique,Activités,0,0,1,0
5550,Loire-Atlantique,Activités,0,0,1,0
5551,Val-de-Marne,Formation,0,0,0,1
5552,Paris,Alimentation,0,0,0,1
5553,Paris,Alimentation,0,0,0,1
5554,Seine-et-Marne,Formation,0,0,0,1
5555,Seine-Saint-Denis,Conseil,0,1,1,0
5556,Seine-Saint-Denis,Conseil,0,1,1,0
5557,Seine-Saint-Denis,Conseil,0,1,1,0
5558,Seine-Saint-Denis,Santé,0,0,1,0
5559,Paris,Alimentation,0,0,0,1
5560,Paris,Activités,0,0,1,0
5561,Paris,Alimentation,0,0,0,1
5562,Paris,Alimentation,0,0,0,1
5563,Paris,Alimentation,0,0,0,1
5564,Paris,Alimentation,0,0,0,1
5565,Paris,Alimentation,0,0,1,0
5566,Paris,Alimentation,1,1,0,0
5567,Paris,Alimentation,0,0,0,1
5568,Paris,Alimentation,0,0,0,1
5569,Paris,Alimentation,0,0,1,0
5570,Bas-Rhin,Conseil,0,0,0,1
5571,Val-d'Oise,Alimentation,0,0,1,0
5572,Val-d'Oise,Alimentation,0,0,1,0
5573,Paris,Accueil,0,0,1,0
5574,Val-d'Oise,Formation,0,0,0,1
5575,Val-d'Oise,Formation,0,0,1,0
5576,Val-d'Oise,Formation,0,0,1,0
5577,Val-d'Oise,Formation,0,0,1,0
5578,Val-d'Oise,Formation,0,0,0,1
5579,Val-d'Oise,Formation,0,0,1,0
5580,Val-d'Oise,Formation,0,0,1,0
5581,Val-d'Oise,Formation,0,0,1,0
5582,Bas-Rhin,Matériel,1,0,0,0
5583,Val-d'Oise,Formation,0,0,1,0
5584,Val-d'Oise,Formation,0,0,1,0
5585,Val-d'Oise,Formation,0,0,1,0
5586,Bas-Rhin,Matériel,1,0,1,0
5587,Val-d'Oise,Conseil,0,0,0,1
5588,Val-d'Oise,Conseil,0,0,0,1
5589,Bas-Rhin,Alimentation,0,0,0,1
5590,Yvelines,Technologie,1,0,0,0
5591,Yvelines,Activités,1,0,1,0
5592,Yvelines,Activités,0,0,1,0
5593,Yvelines,Activités,0,0,1,0
5594,Yvelines,Activités,0,0,0,1
5595,Yvelines,Activités,0,0,0,1
5596,Yvelines,Activités,0,0,1,0
5597,Yvelines,Formation,0,0,1,0
5598,Yvelines,Activités,0,0,1,0
5599,Yvelines,Activités,1,0,0,0
5600,Paris,Matériel,0,0,0,1
5601,Paris,Matériel,0,0,0,1
5602,Hauts-de-Seine,Alimentation,0,0,0,1
5603,Paris,Accueil,0,0,1,0
5604,Paris,Matériel,0,0,0,1
5605,Paris,Matériel,0,0,1,0
5606,Paris,Conseil,0,0,0,1
5607,Seine-Saint-Denis,Activités,0,0,1,0
5608,Val-de-Marne,Formation,0,0,0,1
5609,Seine-Saint-Denis,Santé,0,0,1,0
5610,Paris,Santé,0,0,0,1
5611,Paris,Santé,0,0,0,1
5612,Val-d'Oise,Conseil,0,0,0,1
5613,Val-d'Oise,Conseil,0,0,0,1
5614,Val-d'Oise,Conseil,0,0,0,1
5615,Val-d'Oise,Conseil,0,0,0,1
5616,Val-d'Oise,Conseil,1,0,0,0
5617,Val-d'Oise,Conseil,0,0,0,1
5618,Yvelines,Formation,0,0,0,1
5619,Paris,Santé,0,0,0,1
5620,Paris,Santé,0,0,0,1
5621,Yvelines,Matériel,0,0,1,0
5622,Seine-Saint-Denis,Santé,0,0,0,1
5623,Paris,Accueil,0,0,0,1
5624,Val-d'Oise,Activités,0,0,1,0
5625,Val-d'Oise,Activités,0,0,0,1
5626,Val-d'Oise,Activités,1,0,0,0
5627,Val-d'Oise,Activités,1,0,0,0
5628,Val-d'Oise,Activités,0,0,0,1
5629,Val-d'Oise,Activités,0,0,0,1
5630,Val-d'Oise,Activités,0,0,0,1
5631,Val-d'Oise,Activités,0,0,0,1
5632,Val-d'Oise,Conseil,0,0,0,1
5633,Val-d'Oise,Santé,0,0,0,1
5634,Val-d'Oise,Santé,0,0,0,1
5635,Val-d'Oise,Santé,0,0,0,1
5636,Val-d'Oise,Conseil,0,0,0,1
5637,Val-d'Oise,Conseil,0,0,0,1
5638,Val-d'Oise,Conseil,0,0,0,1
5639,Val-d'Oise,Conseil,0,0,0,1
5640,Val-d'Oise,Conseil,0,0,0,1
5641,Val-d'Oise,Conseil,0,0,0,1
5642,Gironde,Formation,1,0,1,0
5643,Val-d'Oise,Conseil,0,0,0,1
5644,Gironde,Formation,1,0,1,0
5645,Paris,Accueil,0,0,0,1
5646,Paris,Santé,0,0,0,1
5647,Val-d'Oise,Formation,0,0,0,1
5648,Val-d'Oise,Formation,0,0,0,1
5649,Val-d'Oise,Conseil,0,0,0,1
5650,Val-d'Oise,Santé,0,0,0,1
5651,Val-d'Oise,Santé,0,0,0,1
5652,Val-d'Oise,Santé,0,0,0,1
5653,Val-d'Oise,Santé,0,0,0,1
5654,Val-d'Oise,Formation,0,0,0,1
5655,Val-d'Oise,Formation,0,0,0,1
5656,Val-d'Oise,Conseil,0,0,0,1
5657,Yvelines,Santé,0,0,0,1
5658,Paris,Matériel,0,0,1,0
5659,Yvelines,Santé,0,0,0,1
5660,Paris,Alimentation,0,0,1,0
5661,Paris,Alimentation,0,0,0,1
5662,Val-d'Oise,Conseil,0,0,0,1
5663,Val-d'Oise,Conseil,0,0,0,1
5664,Val-d'Oise,Formation,0,0,0,1
5665,Val-d'Oise,Formation,0,0,0,1
5666,Val-d'Oise,Conseil,0,0,0,1
5667,Val-d'Oise,Conseil,0,0,0,1
5668,Val-d'Oise,Conseil,0,0,0,1
5669,Val-d'Oise,Conseil,0,1,1,0
5670,Val-d'Oise,Conseil,1,0,0,0
5671,Val-d'Oise,Formation,0,0,0,1
5672,Val-d'Oise,Formation,0,0,0,1
5673,Val-d'Oise,Conseil,0,0,0,1
5674,Val-d'Oise,Conseil,0,0,0,1
5675,Val-d'Oise,Formation,0,0,0,1
5676,Val-d'Oise,Formation,0,0,0,1
5677,Val-d'Oise,Formation,0,0,0,1
5678,Val-d'Oise,Santé,0,0,0,1
5679,Val-d'Oise,Accueil,0,0,0,1
5680,Val-d'Oise,Santé,0,0,0,1
5681,Val-d'Oise,Accueil,0,0,1,0
5682,Yvelines,Conseil,0,0,0,1
5683,Val-d'Oise,Conseil,0,0,0,1
5684,Val-d'Oise,Formation,0,0,0,1
5685,Val-d'Oise,Santé,0,0,0,1
5686,Loire-Atlantique,Formation,0,0,1,0
5687,Loire-Atlantique,Formation,0,0,1,0
5688,Seine-Saint-Denis,Alimentation,0,0,0,1
5689,Yvelines,Accueil,0,0,0,1
5690,Val-d'Oise,Formation,0,0,0,1
5691,Gironde,Activités,0,0,0,1
5692,Gironde,Santé,0,0,0,1
5693,Bas-Rhin,Accueil,0,0,0,1
5694,Yvelines,Alimentation,0,0,1,0
5695,Yvelines,Accueil,0,0,0,1
5696,Yvelines,Matériel,0,0,1,0
5697,Val-de-Marne,Formation,0,1,1,0
5698,Val-de-Marne,Formation,0,0,0,1
5699,Seine-Saint-Denis,Conseil,0,0,0,1
5700,Paris,Conseil,0,0,1,0
5701,Hauts-de-Seine,Conseil,0,0,0,1
5702,Seine-Saint-Denis,Conseil,0,0,0,1
5703,Val-de-Marne,Conseil,0,1,1,0
5704,Val-de-Marne,Conseil,0,0,0,1
5705,Gironde,Formation,0,0,1,0
5706,Val-d'Oise,Alimentation,0,0,0,1
5707,Paris,Santé,0,0,0,1
5708,Paris,Alimentation,0,0,0,1
5709,Paris,Alimentation,0,0,0,1
5710,Paris,Santé,0,0,0,1
5711,Paris,Alimentation,0,0,0,1
5712,Paris,Santé,0,0,0,1
5713,Paris,Alimentation,0,0,0,1
5714,Paris,Alimentation,0,0,0,1
5715,Paris,Santé,0,0,0,1
5716,Paris,Alimentation,0,0,0,1
5717,Paris,Alimentation,0,0,0,1
5718,Paris,Santé,0,0,0,1
5719,Paris,Alimentation,0,0,0,1
5720,Paris,Santé,0,0,0,1
5721,Paris,Santé,0,0,0,1
5722,Paris,Alimentation,0,0,0,1
5723,Paris,Alimentation,0,0,0,1
5724,Paris,Santé,0,0,0,1
5725,Paris,Alimentation,0,0,0,1
5726,Paris,Santé,0,0,0,1
5727,Paris,Alimentation,0,0,0,1
5728,Paris,Santé,0,0,0,1
5729,Paris,Conseil,0,0,0,1
5730,Paris,Alimentation,0,0,0,1
5731,Paris,Alimentation,0,0,0,1
5732,Paris,Conseil,0,0,0,1
5733,Paris,Alimentation,0,0,0,1
5734,Paris,Santé,0,0,0,1
5735,Paris,Activités,0,0,0,1
5736,Hauts-de-Seine,Activités,0,0,0,1
5737,Paris,Alimentation,0,0,0,1
5738,Paris,Santé,0,0,0,1
5739,Paris,Santé,0,0,0,1
5740,Paris,Santé,0,0,0,1
5741,Paris,Alimentation,0,0,0,1
5742,Paris,Alimentation,0,0,0,1
5743,Paris,Alimentation,0,0,0,1
5744,Paris,Alimentation,0,0,0,1
5745,Paris,Alimentation,0,0,0,1
5746,Paris,Alimentation,0,0,0,1
5747,Paris,Santé,0,0,0,1
5748,Paris,Alimentation,0,0,0,1
5749,Paris,Santé,0,0,0,1
5750,Paris,Alimentation,0,0,0,1
5751,Bas-Rhin,Santé,0,0,0,1
5752,Paris,Alimentation,0,0,0,1
5753,Paris,Santé,0,0,0,1
5754,Bas-Rhin,Alimentation,0,0,0,1
5755,Bas-Rhin,Conseil,1,0,0,0
5756,Bas-Rhin,Alimentation,0,0,0,1
5757,Yvelines,Accueil,0,0,0,1
5758,Yvelines,Conseil,0,0,0,1
5759,Yvelines,Accueil,0,0,0,1
5760,Paris,Accueil,0,0,0,1
5761,Val-de-Marne,Activités,0,0,1,0
5762,Hauts-de-Seine,Formation,0,0,0,1
5763,Hauts-de-Seine,Formation,0,0,0,1
5764,Gironde,Conseil,0,0,1,0
5765,Gironde,Hygiène,0,0,0,1
5766,Paris,Santé,0,0,0,1
5767,Hauts-de-Seine,Activités,0,0,0,1
5768,Val-de-Marne,Conseil,0,0,0,1
5769,Hauts-de-Seine,Alimentation,0,0,1,0
5770,Yvelines,Conseil,0,0,1,0
5771,Gironde,Accueil,1,0,1,0
5772,Hauts-de-Seine,Santé,0,0,0,1
5773,Hauts-de-Seine,Formation,0,0,0,1
5774,Hauts-de-Seine,Formation,0,0,1,0
5775,Hauts-de-Seine,Santé,0,0,1,0
5776,Hauts-de-Seine,Santé,0,0,1,0
5777,Hauts-de-Seine,Conseil,0,0,0,1
5778,Hauts-de-Seine,Conseil,0,0,1,0
5779,Hauts-de-Seine,Conseil,0,0,1,0
5780,Hauts-de-Seine,Conseil,0,0,1,0
5781,Hauts-de-Seine,Santé,1,0,0,0
5782,Hauts-de-Seine,Santé,1,0,1,0
5783,Hauts-de-Seine,Formation,0,0,0,1
5784,Hauts-de-Seine,Conseil,0,0,0,1
5785,Hauts-de-Seine,Conseil,0,0,1,0
5786,Hauts-de-Seine,Conseil,0,0,1,0
5787,Hauts-de-Seine,Conseil,0,0,1,0
5788,Hauts-de-Seine,Conseil,0,0,1,0
5789,Hauts-de-Seine,Conseil,0,0,1,0
5790,Hauts-de-Seine,Conseil,0,0,1,0
5791,Hauts-de-Seine,Formation,0,0,0,1
